has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://bit.ly/br4inbx,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,21,0,0,0,21,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,https://d9lvob.csb.app/?02e=scott.latta@huschblackwell.com&si=7000000001300436&pi=98d4eb25-6c5f-4e91-f53d-70ef4dad6845,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://luxe-iptv.fr/CH/Panel/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://round-bonus-57f1.z57lqmq6.workers.dev/,1
1,1,1,0,0,1,1,1,1,0,0,4,1,0,0,0,0,0,1,1,6,16,0,0,0,220,0,0,1,12,0,0,1,0,0,0,2,0,0,0,0,0,0,https://csb-chw2wl-qhqxcj728-sales-emaildomain.vercel.app/?pluzhnikova_sv@irmatom.ru,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,18,0,1,1,321,0,4,3,10,0,0,0,0,1,0,2,0,0,0,0,2,0,https://ipfs.io/ipfs/bafybeiex6okguj24ur7ibe3dsg4qcm32sqhijasfnpxyzry2kb4topu7e4/togba20_cham-e747h.html#x@x.com,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,28,0,0,1,13,1,25,1,1,1,3011,0,46,10,39,0,0,1,0,1,1,4,1,0,0,0,21,0,http://209.141.61.225/,1
1,1,1,0,0,1,0,0,1,0,0,5,2,0,0,73,0,0,29,5,25,53,1,1,0,2223,0,80,1,43,0,1,1,0,0,0,5,1,0,0,0,35,0,https://sydneyphysios.com.au/wp-content/plugins/wpforms-lite/lite/assets/js/admin/s/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,1,0,0,145,0,1,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,http://pancakeswap.com.de,1
1,1,0,0,1,1,0,0,1,0,0,4,0,0,0,649,0,0,9,0,19,43,1,1,0,10510,0,668,15,53,0,0,1,0,0,1,8,0,0,0,0,10,0,https://www.shacksign.com,1
1,1,1,0,0,1,1,0,1,0,0,8,1,0,0,85,0,0,12,2,19,65,0,0,1,7619,0,126,28,235,0,1,1,0,1,1,18,0,0,1,10,12,0,https://www.apteka-sadivnyka.ua,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,875,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,https://sites.google.com/view/zump7l/live-confirmation-sesion,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,0,0,0,30,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,https://online-webservice-italia.162-254-38-158.cprapid.com/it/index.php?&amp;sessionid=3304f36010e678e44074a3fe847eadf4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,102,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,https://d2t9mg04.na1.hubspotlinksstarter.com/Ctc/GH+113/d2T9mg04/VVNBvv6ry5V7W46sGrH10p-6lW7dH9HJ4YbPBwN861KzN3lSc3V1-WJV7CgVCLVxDThg8TbV0hW92VDSW5Q5-QvW1dkzts24QhM9W8409vx4DDPp8W298V8F93Z-bnW1Sv2pB5tqn_4VqZMj07X35MjW7dt2SD3lq6lWW3rFjd983cXZZW6gG0kz7TPlGDVJr6k1435khcW9hfPd-8PY3LYN8bZ6yK-sdrRW6cVVmm1fYDmDN656jmx6p2X_W8PRnqP1ZXjrjW6W6bW279TBjTW45TSQ49kghZ8W8JFTnt3Y6ll3W8rRX--6wZgQRW3hqb0W60mrJHW3CQ6jC1JVswyW1LCqZs63-hYfMmH-r7hlx6l3fz91,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,0,0,0,30,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,https://online-webservice-italia.162-254-38-158.cprapid.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,13,0,0,16,47,25,65,0,1,1,6580,2,35,9,182,0,0,0,0,1,0,22,1,0,0,0,71,0,https://exp-pereezd.ru,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,226,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,https://ummalquraquranacademy.com/promer/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,30,1,0,0,707,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,http://mail.claimffgratis.3gp.work.gd/,1
1,1,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,8,3,4,4,0,1,0,125,0,1,1,36,0,1,0,0,0,1,4,0,0,0,0,2,0,http://site9610959.92.webydo.com/?v=1,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,0,0,0,0,61,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-109459-100064.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,12,45,0,1,0,304,0,1,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,https://tinu.be/RV0QEvmWF,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,5,0,59,1,1,0,1469,0,3,2,5,0,0,0,0,0,0,3,1,0,0,0,1,0,http://bit.ly/3YRdG1B,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,24,0,0,16,10,11,81,0,1,1,2581,0,48,11,123,0,1,1,0,0,1,15,0,0,0,0,18,0,https://zadksa.com/validacion,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,24,0,0,16,10,11,81,0,1,1,2581,0,48,11,123,0,1,1,0,0,1,15,0,0,0,0,18,0,https://zadksa.com/validacion/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,30,1,0,0,707,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,http://10151951675277861pj.linkpc.net/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,http://adanasuperfm.com.tr/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://itau-com-py-seguridad.atsnx.com,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://paraguayltda.atsnx.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://personas-portal-web-mailitauweb.atsnx.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://privacidaddeoptimizaciondebanca.atsnx.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,226,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,http://coinapptech.online,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,226,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,https://approvalsform.com.tr/login.html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,226,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,http://approvalsform.com.tr/login.html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,3,3,9,1,1,0,794,0,6,1,23,0,1,0,0,0,0,9,0,0,0,0,9,0,https://raward-ff-garena.com.ru/freefire/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,3,3,9,1,1,0,794,0,6,1,23,0,1,0,0,0,0,9,0,0,0,0,9,0,https://raward-ff-garena.com.ru/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl10.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl9.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl8.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl7.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl6.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl5.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl4.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl3.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl2.top/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,1,127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://fasfjaslkjfl1.top/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,https://reviewdocumen03132023.myportfolio.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,17,0,0,0,64,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,https://interface-6ppgku8xb-uniswap.vercel.app/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,476,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://cloudflare-ipfs.com/ipfs/bafybeiggfgacyz3wka3witd5kj23jczlwr2ddvo7uyv3cxve2kyjwniv2e/fetch.html,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,58,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,http://hinetbusinesscenterserviceserversystemdata.tk/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,https://smcoffeenepal.com/public/mica/etre/app/login.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,https://smcoffeenepal.com/pete/aeef/app/login.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,https://smcoffeenepal.com/ned/app/login.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,30,1,0,0,691,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,http://opposedhighred.work.gd/?hd=AhFdqcAecQhttps://fabulous-strudel-32d55e.netlify.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.best-practice.se/ipfs/bafybeiczo4drtuu76juzj3ha3klq47pam64znhoovrphwxreynbyh44qrq/fengwetr,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,476,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://es.ingdirect-verificaciones.co,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,83,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://paxfiul.epizy.com/?i=2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,1,0,0,66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://coinbase-com.arpynet.email/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,226,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,https://coinbase-com.tanggir.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://bi9olbel654uin.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://bi9olbel654uin.firebaseapp.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,183,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://csvhwubije.web.app/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,183,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,https://csvhwubije.firebaseapp.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,109,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://ggsexpole.web.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,109,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://ggsexpole.firebaseapp.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,109,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://moprf-3331cyura.web.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,109,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://moprf-3331cyura.firebaseapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://nolki2s8k9.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://nolki2s8k9.firebaseapp.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,110,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://tujourslaforcedefrappe.web.app/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,110,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://tujourslaforcedefrappe.firebaseapp.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,370,2,3,19,1,0,1,179,0,0,1,3,0,0,0,0,0,0,23,0,0,0,0,0,0,http://myetherwallet.kr,1
1,1,0,0,1,1,1,0,1,0,0,8,0,0,0,0,0,2,3,1,4,29,1,0,0,120,0,0,1,4,0,0,1,0,0,1,4,0,0,0,0,2,1,https://bafybeie6fob7c6mby5kuult2t3qs45gtdnfpv3cxezh642o6tpd57hp2d4.ipfs.dweb.link/rou.html,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.certifyschool.com/wp-admin/ph/denc-domain.html,1
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,5,15,0,0,0,45,0,0,1,4,0,0,0,0,1,0,4,0,0,0,0,0,0,https://rttfyguhgg.pages.dev/,1
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,5,15,0,0,0,45,0,0,1,4,0,0,0,0,1,0,4,0,0,0,0,0,0,https://bing-microsoft.pages.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://thewritingmachinecompany.com/wp-content/themes/waira/teller/Sharevide.html,1
1,1,0,0,1,1,0,1,1,0,0,14,0,0,0,31,0,0,39,25,44,42,0,1,1,5591,0,84,24,466,8,0,1,1,0,1,16,0,0,0,0,43,0,https://mirrorofhopecbo.org/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,https://exportorg.myportfolio.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,0,0,166,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,https://auth-citizen.800repair.ae/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.globalsystemsolution.id/epcmprojectmanagementpdf/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.best-practice.se/ipfs/QmXV3LeA2iFpXCyLk7Kh1xVUNrztNciBhrmPWJMFE81Tn1/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.eth.aragon.network/ipfs/QmUkocWV7WEtQSJtHTY8RdkxDhC8z4ofpr3eJUNUG4xZPM/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,206,0,0,12,53,14,35,1,1,1,9401,0,72,22,203,0,0,0,0,0,0,19,1,0,0,0,97,0,https://blissfulexperiences.in/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,https://lifeseniorservices.myportfolio.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,1,0,0,186,0,2,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,https://ount.retroactivegraphics.com/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://bafybeiesu2a2gukqor57d33wemaxvgp757hq37udfzj7ojy5jrzybyii3i.ipfs.dweb.link/efwrtyhgbfd.html,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,476,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://polished-truth-c212.jevzr1kn.workers.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,https://www.metomask2.xyz/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,476,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://dark-tooth-ddc0.gb5ojiwu.workers.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://tags.bluekai.com/site/89856?vid=2b24d4b51bd4434d99161e8916f05fd1&amp;redir=https://os1-0utlookfolders-drive.web.app/?ZXN0aW1hdGluZ0BhY2UtY29uc3VsdGluZy5uZXQ=,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ipfs.best-practice.se/ipfs/QmXV3LeA2iFpXCyLk7Kh1xVUNrztNciBhrmPWJMFE81Tn1,1
1,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,4,1,10,4,0,0,0,130,0,2,1,123,0,1,0,0,0,0,13,0,0,0,0,20,0,https://sites.google.com/view/cxcfre/home,1
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://cyvqd2.webwave.dev/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,1,1,0,233,0,5,1,8,0,0,0,0,0,0,2,0,0,0,0,1,0,https://info-log88data-centerpoin.start.page/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,1,1,0,233,0,5,1,8,0,0,0,0,0,0,2,0,0,0,0,1,0,https://violation-pages.start.page/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,19,1,0,0,352,0,7,0,33,0,0,0,0,0,0,18,1,0,0,0,2,0,https://express.adobe.com/page/wTI35AIzU0Qdl/,1
