has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://xbiz.ne.jp,0
1,1,1,0,0,1,0,0,0,0,0,1,15,0,0,68,0,0,2,27,7,14,0,1,0,6627,14,115,58,206,18,1,1,0,0,0,11,1,0,1,104,371,0,http://phaidon.com,0
1,1,1,0,0,1,0,1,1,0,0,7,2,0,0,85,0,0,59,56,49,34,0,1,1,8408,0,91,54,355,14,1,1,0,0,1,6,1,0,0,0,79,0,http://viviotech.net,0
1,1,1,0,0,1,0,0,0,0,0,1,34,0,0,30,0,0,7,39,31,56,0,1,1,5920,33,72,45,379,0,1,1,0,0,0,16,1,0,0,0,73,0,http://hiltonmanage.com,0
1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,54,0,0,17,2,16,55,1,1,1,2512,0,108,26,57,0,1,1,0,1,1,14,1,0,0,0,8,0,http://kingcomix.com,0
1,1,1,0,1,1,1,1,1,0,0,32,2,0,52,485,0,0,17,73,96,54,0,1,1,38285,0,791,149,494,90,1,1,0,1,1,41,1,0,1,172,108,0,http://nachrichten.at,0
1,1,1,0,0,1,0,0,0,0,0,1,3,0,0,103,0,0,20,60,12,56,1,1,1,8204,1,136,25,189,0,1,1,0,1,0,19,1,0,1,1,52,0,http://usaepay.com,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,62,0,0,4,13,16,12,1,1,1,17029,0,205,30,192,26,1,0,0,0,0,43,0,0,0,0,25,0,http://elmostrador.cl,0
1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,138,0,0,16,167,7,103,1,1,1,35456,0,194,60,62,0,1,1,0,0,1,14,1,0,0,0,23,0,http://globalissues.org,0
1,1,1,0,0,1,0,0,0,0,0,1,2,1,0,116,0,0,5,15,14,40,0,0,0,3516,2,145,2,81,0,1,0,0,0,1,28,1,0,0,0,25,0,http://kitset.ir,0
1,1,1,0,1,1,0,0,1,0,0,21,1,0,90,160,0,0,6,2,49,6,1,1,1,10201,0,195,20,205,0,0,1,0,0,1,12,0,0,0,0,37,0,http://aphp.fr,0
1,1,1,0,0,1,0,0,1,0,0,2,1,0,96,12,0,0,11,0,8,19,1,1,0,6816,0,49,13,128,0,1,1,0,0,1,21,0,0,0,0,60,0,http://dohabb.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,9,6,7,27,1,1,1,2478,0,131,2,80,0,0,0,0,0,0,10,0,0,0,0,3,0,http://hibernate.org,0
1,1,1,0,0,1,0,0,1,0,0,9,5,0,0,32,0,0,6,2,26,55,1,1,0,1212,3,36,6,24,0,1,1,0,0,0,6,1,0,0,0,9,0,http://sre.gob.mx,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,11,0,0,6,2,4,8,35,1,0,0,1019,0,12,2,6,0,0,1,0,0,1,2,0,0,0,0,1,1,http://firsturl.de,0
1,1,1,0,0,1,0,0,1,0,0,4,4,0,3,0,0,0,8,12,10,66,1,1,0,2133,0,36,4,32,0,1,1,0,0,1,5,0,0,0,0,12,0,http://itpays.net,0
1,1,1,0,0,1,0,0,1,0,0,3,3,0,0,116,0,0,35,7,33,51,1,1,1,7411,1,172,35,494,30,0,1,0,1,1,25,1,0,0,0,42,0,http://its.ac.id,0
1,1,0,0,1,1,0,0,1,0,0,6,0,0,0,231,1,6,16,16,40,137,0,0,1,16474,0,242,15,145,0,1,1,0,1,1,25,1,0,0,0,102,3,http://buh.ru,0
1,1,1,0,0,1,0,1,0,0,0,14,24,0,0,61,12,22,10,21,21,16,1,1,1,13726,20,121,35,272,10,1,1,0,1,0,11,1,0,0,0,37,4,http://digi.ro,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,32,0,0,9,10,8,10,0,1,0,1657,1,47,8,74,0,1,0,0,0,0,3,1,0,0,0,20,0,http://hotlink.cc,0
1,1,1,0,0,1,0,0,1,0,0,3,16,0,0,23,0,0,10,53,23,24,0,1,0,9911,0,149,37,276,0,1,1,0,1,1,4,0,0,0,0,132,0,http://udea.edu.co,0
1,1,0,0,1,1,0,0,1,0,0,11,0,0,0,57,0,0,3,15,7,72,0,1,1,1883,0,75,18,37,0,1,1,0,0,1,5,0,0,0,0,27,0,http://pricegrabber.com,0
1,1,1,0,1,1,0,0,0,0,0,2,1,0,3,15,0,0,21,16,12,57,1,1,1,5971,0,25,1,32,0,0,1,0,1,0,26,1,0,0,0,2,0,http://pdf2jpg.net,0
1,1,1,0,0,1,0,0,0,0,0,3,10,0,0,222,0,0,11,8,25,15,1,1,1,20394,0,313,79,411,0,1,1,0,1,1,19,1,0,0,0,11,0,http://whitman.edu,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,46,0,5,7,3,8,61,1,0,1,2535,0,43,9,93,0,0,0,0,0,0,15,0,0,0,0,10,5,http://wmaker.net,0
1,1,0,0,1,1,0,0,1,0,0,8,0,0,0,70,0,0,15,45,14,52,1,1,1,10803,0,142,0,134,0,1,1,0,0,1,24,1,0,0,0,9,0,http://whatismybrowser.com,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://untropiuson.com,0
1,1,1,0,0,1,0,0,1,0,1,1,6,0,0,32,0,0,10,41,30,65,1,1,1,8529,3,107,30,494,1,1,0,0,1,0,27,1,0,1,25,64,0,http://windtre.it,0
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,82,0,0,34,21,21,60,1,1,1,9614,0,199,35,255,34,1,1,0,1,1,21,1,0,1,137,83,0,http://comicbookresources.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,4,27,0,0,0,27,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,http://habitica.com,0
1,1,1,0,0,1,0,0,1,0,0,5,4,0,0,54,0,0,9,5,22,119,1,1,1,1586,3,14,10,59,0,0,1,0,0,1,6,1,0,0,0,43,0,http://fotosearch.com,0
1,1,1,0,0,1,0,0,0,0,0,2,4,0,0,17,0,0,16,33,3,11,1,0,1,4847,2,169,1,284,0,1,1,0,0,0,29,1,0,0,0,202,0,http://playgendary.com,0
1,1,1,0,0,1,0,0,1,0,0,13,2,0,0,87,0,0,6,72,15,28,1,1,0,3159,0,142,72,216,4,1,1,0,1,1,3,0,0,0,0,82,0,http://chiba-u.ac.jp,0
1,1,1,0,0,1,0,0,0,0,0,3,39,0,0,18,0,0,15,51,10,80,1,1,1,5258,37,60,15,274,0,1,1,0,0,1,14,1,0,0,0,17,0,http://reachout.com,0
1,1,1,0,0,1,0,1,0,0,0,2,2,0,0,131,0,0,2,29,11,11,1,1,1,7230,2,171,25,72,0,0,1,0,1,0,5,1,0,0,0,10,0,http://softaculous.com,0
1,1,1,0,0,1,0,0,0,0,0,3,4,0,131,64,0,0,10,136,17,45,1,1,1,13064,0,221,96,327,0,0,1,0,0,1,8,1,0,0,0,73,0,http://vnpt.vn,0
1,1,1,0,0,1,0,0,1,0,0,2,5,0,0,103,0,0,18,3,19,75,1,1,1,4772,3,130,20,82,0,0,1,0,0,0,10,0,0,0,0,175,0,http://songtexte.com,0
1,1,1,0,0,1,0,1,1,0,0,5,1,0,0,336,0,0,15,43,19,24,0,0,1,17507,0,416,37,225,0,1,1,0,0,1,24,1,0,0,0,32,0,http://taxes.gov.az,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,10,1,0,9,38,0,1,0,2660,0,28,9,1,0,0,0,0,0,0,8,0,0,0,0,0,8,http://reserver.ru,0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,35,2,69,1,1,1,12217,1,2,2,7,0,1,0,0,0,0,4,0,0,0,0,0,0,http://singleparentmeet.reviews,0
1,1,1,0,0,1,0,0,1,0,0,5,4,0,0,105,0,0,3,13,14,40,1,1,1,9986,1,256,30,706,0,1,1,0,0,1,3,1,0,0,0,24,0,http://ufu.br,0
1,1,1,0,0,1,0,0,0,0,0,1,10,0,0,5,0,0,5,0,12,82,0,0,0,2923,0,96,38,362,0,1,1,0,1,1,11,0,0,0,0,54,0,http://103.by,0
1,1,1,0,0,1,0,0,0,0,0,19,1,0,0,242,0,0,2,28,24,31,1,1,1,18723,0,296,156,146,0,0,1,0,0,1,7,0,0,0,0,655,0,http://soft32.com,0
1,1,1,0,0,1,0,0,0,0,0,1,9,0,0,522,0,0,13,25,13,21,1,1,1,60322,2,705,18,597,14,0,1,0,1,0,8,1,0,0,0,603,0,http://techdata.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,3,10,9,15,1,1,1,3536,0,45,27,199,0,1,0,0,0,0,9,0,0,0,0,15,0,http://freerice.com,0
1,1,0,0,1,1,0,0,0,0,0,2,0,0,72,0,0,38,1,4,15,10,0,0,0,1616,0,71,3,19,0,0,1,0,1,0,7,0,0,0,0,6,4,http://multitran.com,0
1,1,0,0,1,1,0,0,1,0,0,24,0,0,244,225,0,0,6,17,46,79,1,1,1,16331,0,263,32,208,24,1,1,0,0,1,24,1,0,0,0,61,0,http://bsc.es,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,17,0,0,65,51,73,60,1,1,1,7412,0,37,17,282,11,1,0,0,0,0,20,1,0,1,82,35,0,http://unilad.co.uk,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,209,0,0,6,128,18,58,1,1,1,16354,0,178,133,682,0,1,0,0,0,0,12,1,0,0,0,11,0,http://becdn.net,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,20,12,9,19,1,1,1,3935,0,30,9,57,0,1,0,0,0,0,16,1,0,0,0,9,0,http://anydns.info,0
1,1,1,0,0,1,0,1,1,0,1,13,14,0,0,54,0,0,20,1,25,41,0,1,1,8660,0,356,85,1089,0,1,1,0,1,1,30,1,0,0,5,108,0,http://israel21c.org,0
1,1,0,0,0,1,0,0,1,0,0,4,0,0,0,7,0,0,10,53,14,40,0,0,0,7865,0,124,86,235,0,0,1,0,0,1,12,0,0,0,0,71,0,http://softportal.com,0
1,1,0,0,0,1,0,0,1,0,0,6,0,0,0,190,0,0,13,53,24,74,1,1,1,11947,0,238,97,209,0,0,1,0,1,1,12,1,0,0,0,16,0,http://wpunj.edu,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,34,0,0,12,21,11,40,1,1,0,5140,0,76,1,109,1,1,1,0,1,0,20,1,0,0,0,70,0,http://medfin.com.au,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,http://lds-planet.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,345,7,5,1,5,4,78,1,1,1,4403,0,373,0,46,0,1,0,0,1,0,13,1,0,0,0,191,1,http://craigslist.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,7,112,1,19,1,1,0,5140,0,135,62,147,0,1,0,0,0,0,3,1,0,0,0,19,0,http://gameranbu.jp,0
1,1,1,0,0,1,1,1,1,0,0,65,25,0,913,51,0,1,9,51,53,70,1,1,1,33128,18,498,121,1218,0,1,1,1,1,1,6,1,0,0,0,71,1,http://bankinfosecurity.com,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,http://vaycucde.vn,0
1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,14,10,38,6,5,21,7,0,0,1,9198,1,106,23,73,0,1,1,0,0,0,16,1,0,0,0,74,5,http://atcoder.jp,0
1,1,1,0,0,1,0,0,0,0,0,1,33,0,0,22,0,0,9,104,7,37,1,1,1,42939,0,106,55,516,0,1,1,0,1,0,15,1,0,0,0,331,0,http://kodeco.com,0
1,1,1,0,0,1,0,0,0,0,0,1,50,0,0,109,0,0,7,60,97,36,0,0,1,13045,0,337,128,489,98,1,1,0,0,0,18,1,0,0,0,13,0,http://wradio.com.co,0
1,1,1,0,0,1,0,0,0,0,0,9,8,0,0,16,0,0,9,28,12,19,0,1,0,4759,1,31,10,79,0,0,1,0,0,0,8,1,0,0,0,50,0,http://siteholder.ru,0
1,1,0,0,1,1,0,0,1,0,0,9,0,0,0,28,0,10,3,18,15,68,0,1,0,2860,0,69,15,160,0,0,1,0,0,1,3,0,0,0,0,1,6,http://gramota.ru,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,0,0,18,13,17,58,0,1,1,5388,0,185,135,266,0,1,0,0,1,0,21,1,0,1,16,15,0,http://wellnessliving.com,0
1,1,1,0,0,1,0,0,0,0,0,4,18,0,31,136,0,0,33,124,6,97,1,1,1,8589,15,306,85,807,0,0,1,0,1,1,17,1,0,1,80,284,0,http://houzz.co.uk,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://myvirtualbranch.com,0
1,1,0,0,1,1,1,0,1,0,0,5,0,0,0,0,0,5,1,2,1,19,0,0,0,140,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,http://emax.net.tw,0
1,0,1,0,0,1,0,0,0,0,0,0,20,0,0,61,0,0,17,9,13,58,1,1,1,10003,20,147,57,301,0,0,0,0,0,0,14,1,0,0,0,22,0,http://enhancv.com,0
1,1,1,0,0,1,1,0,1,0,0,3,1,0,0,125,0,0,12,0,25,3,1,1,0,11662,0,155,22,267,0,1,1,0,1,1,20,1,0,0,0,341,0,http://manpeace.org,0
1,1,1,0,0,1,0,0,0,0,0,1,15,0,4,220,0,0,26,8,35,59,0,0,1,7732,0,272,21,190,0,1,0,0,1,0,17,1,0,0,0,101,0,http://pcadvisor.co.uk,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,5,8,4,33,1,1,0,2656,1,38,13,93,0,1,0,0,1,0,13,1,0,0,0,11,0,http://abetterinternet.org,0
1,1,1,0,0,1,0,0,0,0,1,3,1,0,0,42,0,0,38,16,6,23,1,1,0,1780,1,71,21,339,0,1,0,0,0,1,8,1,0,0,2,31,0,http://xingtu.cn,0
1,1,1,0,0,1,0,0,1,0,0,2,2,0,3,33,0,0,6,12,5,66,1,1,1,2830,1,48,1,46,0,0,1,0,1,1,3,1,0,0,0,23,0,http://officielebekendmakingen.nl,0
1,1,0,0,1,1,1,0,1,0,0,7,0,0,0,24,0,3,3,1,7,41,0,1,0,527,0,26,0,15,0,1,1,0,0,1,4,0,0,0,0,27,2,http://sakurafile.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,69,1,0,1,4259,0,88,39,320,0,0,0,0,0,0,21,0,0,0,0,16,0,http://androeed.ru,0
1,1,0,0,0,1,0,0,1,0,0,16,0,0,0,67,0,0,19,122,33,67,1,0,1,23662,0,529,117,982,10,1,1,0,1,1,56,1,0,1,0,73,0,http://cooperativa.cl,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,81,0,0,0,93,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,http://webuy.com,0
1,1,1,0,1,1,0,0,0,0,0,4,1,0,0,259,0,0,28,36,20,64,1,1,1,14884,0,264,16,413,0,1,1,0,1,1,8,1,0,0,0,174,0,http://becker.com,0
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,70,0,0,31,13,6,39,1,1,1,5732,0,91,18,84,0,1,1,0,1,0,19,1,0,0,0,38,0,http://drugpolicy.org,0
1,1,1,0,0,1,0,0,1,0,0,3,2,0,11,68,0,0,39,7,26,66,0,1,1,10664,0,140,9,444,0,0,1,0,1,1,30,1,0,0,0,201,0,http://crazydomains.com.au,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,5,78,0,0,24,71,42,73,1,1,1,7675,0,101,133,248,0,0,0,0,1,0,22,1,0,0,0,49,0,http://toddleapp.com,0
1,1,1,0,0,1,1,1,1,0,0,23,23,0,0,113,0,0,15,38,67,67,1,1,1,20278,2,169,51,353,0,1,1,0,1,1,15,1,0,0,0,43,0,http://sphero.com,0
1,1,0,0,1,1,0,1,1,0,0,5,0,0,0,59,0,0,3,2,17,45,1,1,1,4344,0,179,100,355,0,1,1,0,0,1,3,0,0,0,0,17,0,http://logopond.com,0
1,1,1,0,0,1,0,0,1,0,0,6,1,0,0,125,0,0,34,16,36,35,1,1,1,13485,1,219,107,578,0,1,1,0,0,1,19,1,0,0,0,198,0,http://moderndiplomacy.eu,0
1,1,0,0,0,1,0,0,1,0,0,14,0,0,93,89,0,10,19,10,51,48,1,0,0,26936,0,332,199,585,0,1,1,0,1,1,2,1,0,0,0,288,10,http://hochiminhcity.gov.vn,0
1,1,1,0,0,1,0,0,1,0,0,6,12,0,0,244,0,0,14,44,17,36,1,1,1,21647,6,264,43,238,0,1,1,0,1,0,5,1,0,1,15,66,0,http://cgocable.ca,0
1,1,1,0,0,1,0,0,1,0,0,28,1,0,0,47,0,0,9,15,54,113,1,1,1,9234,1,73,45,149,0,1,1,0,1,1,22,1,0,0,0,39,0,http://phe.gov,0
1,1,1,0,0,1,0,0,0,0,0,1,27,0,0,25,0,0,36,4,27,56,1,1,0,1108,27,17,8,128,0,0,0,0,0,0,20,1,0,0,0,174,0,http://mec.ca,0
1,1,0,0,1,1,1,0,1,0,0,8,0,0,0,3,0,0,4,8,19,33,0,1,0,911,0,6,1,21,0,0,1,0,0,1,4,0,0,0,0,2,0,http://webmail-seguro.com.br,0
1,1,1,0,1,1,1,0,1,0,0,15,2,0,0,138,0,0,53,28,42,59,1,1,1,10828,0,483,61,1110,0,1,1,0,1,1,39,1,0,0,0,319,0,http://stanforddaily.com,0
1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,72,0,0,22,80,22,69,1,1,1,8418,0,187,21,164,0,0,1,0,1,1,3,0,0,0,0,50,0,http://conicyt.cl,0
1,1,1,0,1,1,0,0,1,0,1,4,7,0,0,110,0,0,8,14,4,64,1,1,0,8050,0,148,10,150,7,0,1,0,1,0,30,1,0,0,1,134,0,http://nov.com,0
1,1,1,0,1,1,0,0,1,0,0,6,10,0,0,67,0,0,27,23,10,50,1,1,1,6676,4,89,14,146,3,1,1,0,1,1,11,1,0,1,14,21,0,http://ymca.org,0
1,1,1,0,0,1,1,0,1,0,0,22,28,0,246,33,0,0,5,21,17,86,0,0,0,11119,16,58,77,264,0,0,1,0,0,1,8,0,0,0,0,46,0,http://time-host.net,0
1,1,1,0,0,1,1,1,0,0,0,9,9,0,0,157,0,0,16,7,20,38,1,1,0,4724,7,180,0,103,0,0,1,0,1,1,18,0,0,0,0,6,0,http://mangapuma.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,24,7,48,84,1,1,1,2359,0,46,6,84,0,1,0,0,0,0,28,1,0,0,0,17,0,http://aquaplatform.com,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://kundenserver.de,0
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,22,0,0,1,26,6,31,0,0,1,979,0,101,13,58,0,0,1,0,0,1,5,0,0,0,0,35,0,http://yeepay.com,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,49,0,0,0,109,0,0,1,8,0,0,0,0,0,0,7,0,0,0,0,0,0,http://dnsv2.net,0
1,1,1,0,0,1,0,0,0,0,0,1,31,0,0,148,0,0,25,12,19,55,1,0,1,4912,0,176,12,150,9,1,1,0,0,0,19,1,0,0,0,89,0,http://berneroberlaender.ch,0
1,1,1,0,1,1,0,0,0,0,0,2,17,0,0,60,0,0,45,45,21,48,1,1,1,3544,16,92,22,174,0,1,1,0,0,1,24,1,0,1,7,76,0,http://ibis.com,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,127,0,0,29,187,28,79,0,1,0,41197,0,114,79,508,0,0,0,0,1,0,20,0,0,0,0,197,0,http://mob-edu.ru,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,19,107,63,1,1,1,6288,0,27,22,61,0,0,0,0,1,0,34,0,0,0,0,32,0,http://fotka.com,0
1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,55,0,0,34,26,44,42,1,1,1,7910,0,156,76,63,0,1,1,0,0,0,16,1,0,0,0,53,0,http://geeky-gadgets.com,0
1,1,1,0,0,1,0,0,0,0,0,1,28,0,0,19,0,0,30,13,19,55,1,1,1,8415,28,156,91,1088,0,1,0,0,0,1,15,1,0,0,0,182,0,http://douglas.de,0
1,1,0,0,1,1,0,1,0,0,0,10,0,0,0,3,0,0,7,178,26,68,1,1,1,10414,0,108,101,387,0,1,1,0,1,1,13,1,0,0,0,36,0,http://regfox.com,0
1,1,1,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,4,4,16,45,1,1,0,758,2,27,3,38,0,1,1,0,1,1,21,1,0,0,0,1,0,http://samharris.org,0
1,1,1,0,1,1,0,0,1,0,0,20,6,0,0,149,0,0,80,56,53,179,0,0,1,20787,3,304,81,903,66,1,1,0,1,1,26,1,0,0,0,196,0,http://azstarnet.com,0
1,1,1,0,0,1,0,1,0,0,0,1,2,0,0,73,0,0,15,6,9,89,1,1,1,5472,1,90,19,65,8,1,1,0,0,0,31,1,0,0,0,21,0,http://exoscale.ch,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,110,0,2,1,1,0,0,0,0,0,0,4,0,0,0,0,2,0,http://cwgsy.net,0
1,1,1,0,0,1,0,0,1,0,0,2,9,0,0,24,0,0,20,7,34,49,0,1,1,7667,2,58,24,224,0,1,1,0,0,0,21,1,0,0,0,66,0,http://cyberpanel.net,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,47,0,0,26,4,15,17,1,0,0,1200,0,56,3,24,0,1,0,0,0,0,21,0,0,0,1,6,0,http://youversion.com,0
